food,Caloric Value,Carbohydrates,Protein,Fat,Sugars,Fiber
Rainbow sandwich,272.75140380859375,34.263946533203125,7.746617794036865,12.539576530456543,4.045274257659912,2.10280179977417
Club sandwich ,235.3241729736328,18.508420944213867,7.3101277351379395,15.121536254882812,2.0132575035095215,1.8081934452056885
Vegetarian club sandwich,198.32925415039062,19.684192657470703,5.451312065124512,11.329170227050781,2.0804224014282227,2.0566515922546387
Pin wheel sandwich,311.5205993652344,14.004125595092773,8.766905784606934,24.934709548950195,1.4543497562408447,0.928968608379364
Carrot apple sandwich (Gajar aur seb ka sandwich),214.11184692382812,29.04496192932129,5.297377586364746,9.123984336853027,5.295166969299316,3.656041145324707
Salami sandwich,255.5937042236328,21.538450241088867,8.695690155029297,15.509899139404297,1.996363639831543,1.969562292098999
Vegetable and mayonnaise sandwich,244.2624969482422,23.201412200927734,4.473674774169922,15.398404121398926,2.348879814147949,2.351200580596924
Egg and tomato sandwich (Ande aur tamatar ka sandwich),222.1063690185547,25.903024673461914,7.655546188354492,10.509202003479004,2.0916805267333984,1.7674790620803833
Sweet open sandwich,244.2458038330078,39.24372863769531,4.985423564910889,8.153898239135742,12.230847358703613,2.3566102981567383
Mushroom and cheese sandwich (toasted),227.4191131591797,21.012937545776367,7.785544395446777,13.008052825927734,2.1066665649414062,2.2843563556671143
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),224.5795135498047,21.415576934814453,6.821847915649414,12.951947212219238,2.674323320388794,1.779405951499939
Pea potato sandwich (toasted) (Matar aloo ka sandwich),164.90065002441406,25.16836166381836,4.604915618896484,5.42716121673584,1.332777500152588,2.8859055042266846
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),249.55572509765625,24.052186965942383,12.400134086608887,11.975685119628906,6.396068572998047,2.1162853240966797
Chicken sandwich (toasted),167.36798095703125,18.81935691833496,12.081052780151367,5.315614223480225,2.1342689990997314,1.6419882774353027
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),171.77516174316406,20.25550651550293,11.055025100708008,5.611410140991211,1.9430606365203857,2.4534075260162354
Classic club sandwich,200.83099365234375,18.491588592529297,6.73637580871582,11.56259536743164,1.8572258949279785,1.6238478422164917
Sesame toast,495.18634033203125,11.146966934204102,1.8990991115570068,49.378177642822266,1.4626426696777344,1.318979024887085
Cracked wheat porridge (Meetha daliya),81.56513977050781,8.870967864990234,2.6426796913146973,4.0806450843811035,5.117866039276123,0.6203473806381226
Semolina porridge (Suji/Rava daliya),100.89435577392578,12.38705062866211,3.750359535217285,4.082014083862305,7.537769794464111,0.6992805600166321
Oatmeal Porridge,72.85364532470703,8.766331672668457,2.595477342605591,3.2211055755615234,5.197236061096191,0.3919597864151001
Cornflakes with milk,117.32661437988281,14.948201179504395,3.59136700630188,5.119424343109131,9.973381042480469,0.7769784331321716
Rice flakes (Chiwda/Aval),112.4402847290039,15.568704605102539,3.6172661781311035,3.990647315979004,7.279856204986572,0.37338128685951233
Wheat flakes,112.4402847290039,15.568704605102539,3.6172661781311035,3.990647315979004,7.279856204986572,0.37338128685951233
Murmura (Puffed rice),113.31719207763672,15.66906452178955,3.6205034255981445,4.042446136474609,7.312230110168457,0.27625900506973267
Puffed wheat (Murmure/Moori),113.31719207763672,15.66906452178955,3.6205034255981445,4.042446136474609,7.312230110168457,0.27625900506973267
Boiled egg (Ubla anda),45.3546028137207,0.11993376910686493,4.430860996246338,3.0388741493225098,0.001059602596797049,0.10980132967233658
Fried Egg ,223.66744995117188,0.3135930597782135,11.585453987121582,19.62242317199707,0.002770562656223774,0.28709957003593445
Poached egg,123.86688232421875,0.3662499785423279,11.97607135772705,8.194107055664062,0.04571428522467613,0.29607143998146057
Scrambled egg (Ande ki bhurji),155.97100830078125,1.3515714406967163,10.290857315063477,12.212428092956543,1.0844285488128662,0.23685714602470398
Baked egg ,218.84698486328125,15.416930198669434,11.881781578063965,12.652177810668945,1.6649504899978638,1.02554452419281
Plain omelette/omlet,272.4109802246094,0.6448251605033875,9.664055824279785,25.74034881591797,0.5140559673309326,0.11594405770301819
Stuffed egg omelette/omlet,203.51486206054688,2.3019466400146484,8.602519035339355,17.774503707885742,1.5683587789535522,0.7503053545951843
Pancake,203.35560607910156,20.48965072631836,5.68212890625,10.816617012023926,3.3151979446411133,0.6528680920600891
Keema pancake,176.2749786376953,9.559337615966797,9.006999969482422,11.245588302612305,2.1966712474823,0.840624213218689
Vegetable pancake,125.17634582519531,12.23516845703125,3.865659475326538,6.573175430297852,2.08504056930542,2.477165937423706
Jam and fruit pancake,162.0184326171875,20.727575302124023,3.791611433029175,7.008038520812988,7.847491264343262,1.2086658477783203
Khoa and coconut pancake,271.980712890625,27.323190689086914,6.979613304138184,15.294413566589355,16.470800399780273,1.6516162157058716
Brown stock,21.324813842773438,0.2517152726650238,1.9483927488327026,1.3840610980987549,0.14024583995342255,0.09378182142972946
Vegetable stock,17.604402542114258,0.9595896005630493,0.2996930778026581,1.377679467201233,0.4429078698158264,0.3815610408782959
Chicken stock,29.880197525024414,0.36780157685279846,3.6864609718322754,1.5104801654815674,0.19571751356124878,0.10351110994815826
Clear tomato soup (Tamatar ka soup),80.07408905029297,3.4506852626800537,4.793009281158447,12.224908828735352,1.4366905689239502,1.963787317276001
Lentil soup,31.16623878479004,3.9445831775665283,9.653425216674805,11.678777694702148,1.0551661252975464,2.5739505290985107
Chicken consomme (Clear chicken soup),47.944820404052734,1.1854139566421509,11.471491813659668,12.01870346069336,0.5409916043281555,1.5683488845825195
Cream of tomato soup,97.81221771240234,3.9280059337615967,4.610315799713135,13.115484237670898,1.8071366548538208,1.3752379417419434
Cream of green peas soup,127.84082794189453,6.750673294067383,7.126903533935547,14.781371116638184,1.6098653078079224,2.950526475906372
Cream of spinach soup,100.53778076171875,3.446488857269287,5.214042663574219,13.30996322631836,1.1309452056884766,1.7408103942871094
Cream of mixed vegetable soup,59.64580535888672,4.931180953979492,6.844812393188477,9.04925537109375,2.0977373123168945,2.1433775424957275
Cream of mushroom soup,117.27780151367188,3.7424185276031494,6.6403021812438965,15.500728607177734,1.931230068206787,1.3361760377883911
Chicken sweet corn soup,28.32048225402832,1.632999062538147,14.47509765625,12.593029975891113,0.2650051712989807,0.46616339683532715
Minestrone soup,42.65936279296875,3.7148396968841553,9.303705215454102,11.087420463562012,1.014839768409729,1.9226291179656982
Egg drop soup,26.63651466369629,1.1007238626480103,12.929913520812988,13.516396522521973,0.604657769203186,0.8106687664985657
Chinese cabbage and meat ball soup,484.30548095703125,1.4290056228637695,5.210831642150879,56.57162094116211,0.37342920899391174,0.56608647108078
French onion soup,55.60973358154297,4.2752203941345215,11.40778636932373,14.39195728302002,1.502301812171936,1.0132992267608643
Hot and sour soup,31.513946533203125,1.7757666110992432,3.1162946224212646,1.312411904335022,0.6560335755348206,0.6012079119682312
Talaumein soup,35.62731170654297,4.171391487121582,10.122030258178711,12.784790992736816,0.7679230570793152,1.9394147396087646
Cold cucumber soup (Thanda kheere ka soup),48.02956771850586,4.580854415893555,2.9876434803009033,1.990923285484314,3.3449158668518066,0.8775031566619873
Cold summer garden soup,49.18648147583008,2.645667791366577,8.571334838867188,14.081335067749023,0.4605211913585663,1.8566449880599976
Chapati/Roti,202.3111114501953,35.64999771118164,5.875,3.5611112117767334,1.0,6.3111114501953125
Plain parantha/paratha,298.30084228515625,30.69233512878418,5.055602073669434,16.858184814453125,0.8609350919723511,5.433456897735596
Potato parantha/paratha (Aloo ka parantha/paratha),205.04238891601562,23.920074462890625,3.6979143619537354,10.220277786254883,1.15238356590271,4.17527961730957
Radish parantha/paratha (Mooli ka parantha/paratha),183.52423095703125,20.542415618896484,3.297506809234619,9.527800559997559,1.30684494972229,4.324216365814209
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),178.07040405273438,18.837081909179688,3.726067066192627,9.46512508392334,1.147685170173645,4.6809587478637695
Dal parantha/paratha,268.2444763183594,30.032482147216797,6.775821685791016,13.053577423095703,1.4258382320404053,6.463358402252197
Sprouted moong parantha/paratha,228.59439086914062,24.306026458740234,4.292011260986328,12.426431655883789,1.474080204963684,4.488044261932373
Pea parantha/paratha (Matar ka parantha/paratha),190.73114013671875,21.512731552124023,5.594754695892334,8.798940658569336,1.287093162536621,5.606614112854004
Keema parantha/paratha,238.086181640625,18.35640525817871,9.405674934387207,13.909818649291992,0.9902732968330383,3.441148042678833
Paneer parantha/paratha,262.9658203125,24.326213836669922,7.984040260314941,14.621496200561523,3.7711048126220703,4.000173091888428
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),216.49209594726562,21.389270782470703,5.544742584228516,12.086648941040039,1.3119601011276245,4.393850326538086
Poori,737.6346435546875,8.220335960388184,1.354683756828308,77.60576629638672,0.23058447241783142,1.4552441835403442
Spinach poori (Palak poori),684.25439453125,7.757184982299805,1.4218518733978271,71.85770416259766,0.23644445836544037,1.5484445095062256
Methi poori,710.0203247070312,7.981307506561279,1.4534616470336914,74.6041488647461,0.2609230875968933,1.61338472366333
Dal stuffed poori,785.162841796875,10.137200355529785,2.0753488540649414,81.68533325195312,0.2936740815639496,1.9644328355789185
Potato stuffed poori (Aloo ki poori),776.7381591796875,9.400838851928711,1.5213927030563354,81.35301971435547,0.2637583911418915,1.6401007175445557
Tandoori parantha/paratha,295.37005615234375,30.7401180267334,5.079640865325928,16.512575149536133,0.8622754812240601,5.441916465759277
Boiled rice (Uble chawal),117.18966674804688,25.720001220703125,2.6033332347869873,0.18333333730697632,0.22333334386348724,1.246666669845581
Plain pulao,140.20791625976562,21.81610870361328,2.338649034500122,4.622068881988525,1.145469307899475,1.685498595237732
Mixed vegetable pulao,113.0494384765625,17.489917755126953,2.722787380218506,3.327634572982788,1.3519388437271118,2.6673471927642822
Mushroom pulao,124.28645324707031,19.018360137939453,2.5225167274475098,4.029394626617432,0.9980189800262451,1.8818777799606323
Sprouted moong pulao,112.97147369384766,17.491247177124023,2.1882078647613525,3.607832670211792,1.4321892261505127,1.7846653461456299
Paneer pulao,581.9120483398438,8.757226943969727,1.9848072528839111,59.809207916259766,1.1113379001617432,0.6193639039993286
Peanut pulao ,193.2752685546875,21.180999755859375,5.3159260749816895,9.512810707092285,1.6029337644577026,2.900153636932373
Navratan pulao,261.707763671875,36.979042053222656,6.198443412780762,9.453126907348633,2.5189785957336426,3.8167121410369873
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),173.42837524414062,27.569656372070312,4.875859260559082,4.820158958435059,2.480273723602295,3.154414653778076
Mutton biryani/biriyani,190.76315307617188,22.495088577270508,7.376446723937988,7.724486827850342,2.389554023742676,2.415123462677002
Vegetable biryani/biriyani,174.60516357421875,18.557273864746094,3.1605417728424072,9.507964134216309,2.1417360305786133,3.3085036277770996
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",176.30288696289062,21.622270584106445,4.256220817565918,7.8798065185546875,0.777531623840332,2.522399425506592
Sweet rice (Meethe chawal),215.41348266601562,42.59217071533203,2.095991611480713,4.565640926361084,24.8045654296875,1.130673885345459
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),195.73703002929688,32.93044662475586,5.753233909606934,4.316627025604248,3.914783477783203,2.1338064670562744
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),373.0386047363281,65.08139038085938,7.453181743621826,8.532773971557617,11.649308204650879,5.117789268493652
Spanish rice,164.24085998535156,31.09807014465332,4.189563274383545,2.2327356338500977,1.2596322298049927,2.7778851985931396
Chinese fried rice,120.58412170410156,13.401684761047363,4.05177116394043,5.434627056121826,1.4722087383270264,2.312879800796509
Macroni cheese pie,170.62753295898438,21.09503173828125,5.85098123550415,7.483591079711914,3.4027557373046875,0.39908143877983093
Vegetable chowmein,129.71388244628906,15.444334983825684,3.066948175430298,6.358810901641846,1.9676917791366577,1.8633472919464111
Chicken chowmein,151.3335723876953,13.301461219787598,6.331267833709717,8.234783172607422,1.6309642791748047,1.6449854373931885
Cheese noodle ring,133.66921997070312,13.955496788024902,6.224301815032959,6.117282867431641,2.843169689178467,1.2688804864883423
Spaghetti and cheese balls in tomato sauce,508.322021484375,7.815141677856445,2.4087061882019043,52.08030700683594,1.8348984718322754,0.5925891995429993
Penne platter,177.40061950683594,20.872121810913086,5.040764808654785,8.709636688232422,4.501567840576172,1.091510534286499
Pasta hot pot,125.17289733886719,11.601784706115723,5.837541580200195,6.466379642486572,5.993335247039795,0.8040021061897278
Chicken lasagne,187.4915313720703,13.902274131774902,10.452420234680176,10.36139965057373,2.742215633392334,0.10575316101312637
Fettuccine with spinach sauce,129.20672607421875,12.18928050994873,3.103574752807617,7.828339576721191,1.1831419467926025,0.7732551693916321
Naan,286.44964599609375,51.75419998168945,8.05210018157959,4.987837314605713,5.586300849914551,1.9091849327087402
Bhatura,793.2029418945312,10.733963012695312,1.6303993463516235,82.5638427734375,0.6942034959793091,0.37921854853630066
Idli,137.53526306152344,28.17755699157715,4.637406349182129,0.33316707611083984,0.28428927063941956,2.3092269897460938
Masala dosa,164.5846710205078,19.566587448120117,3.2877273559570312,7.840357303619385,1.32723867893219,2.522749423980713
Semolina dosa (Suji/Rava dosa),227.05209350585938,32.84082794189453,7.300220012664795,7.116666316986084,4.374471187591553,4.044466972351074
Onion tomato uttapam,462.0191955566406,11.315990447998047,1.9062505960464478,45.30297088623047,0.796848714351654,1.26231849193573
Paneer kaathi roll,285.942138671875,20.103469848632812,6.916443347930908,19.554462432861328,3.294161558151245,2.404341220855713
Makki ki roti,263.9683532714844,24.191999435424805,3.4924707412719727,16.849411010742188,0.6976470351219177,5.191764831542969
Washed moong dal (Dhuli moong ki dal),50.00269317626953,5.906931400299072,2.677743673324585,1.680992841720581,0.12059566378593445,1.1709928512573242
Washed urad dal (Dhuli urad ki dal),61.32363510131836,5.8411149978637695,2.5109291076660156,2.9800169467926025,0.3224831223487854,1.5285979509353638
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),73.25393676757812,7.101042747497559,2.789580821990967,3.602670431137085,1.0464659929275513,2.720830202102661
Dry washed urad,124.71212768554688,15.66222095489502,6.8496856689453125,3.4971020221710205,0.7276187539100647,4.05785608291626
Mixed dal,61.92817687988281,5.792935848236084,2.5055992603302,3.103567600250244,0.3387412130832672,1.6162534952163696
Whole moong (Moong ki dal),53.698612213134766,5.218648910522461,2.249401330947876,2.5644569396972656,0.5858303308486938,2.0171144008636475
Whole masoor (Masoor ki dal),54.05467224121094,5.37463903427124,2.2791972160339355,2.518010377883911,0.6699597239494324,1.9838132858276367
Whole moth (Moth ki dal),54.99718475341797,5.740952014923096,2.005776882171631,2.6187903881073,0.6576908230781555,1.84885573387146
Whole urad (Urad ki dal),53.795135498046875,5.047299385070801,2.213059902191162,2.62381911277771,0.5669622421264648,2.3189191818237305
Moti mahal dal (Urad rajmah mix dal),103.12796020507812,8.737751007080078,3.929511785507202,5.656059265136719,1.7049695253372192,3.3802528381347656
Black channa curry/Bengal gram curry (Kale chane ki curry),140.67662048339844,14.114450454711914,5.666234970092773,6.610110759735107,2.355384349822998,7.989398956298828
Chickpeas curry (Safed channa curry),163.43203735351562,19.97835922241211,6.099023818969727,6.842765808105469,4.784503936767578,4.732227325439453
Lobia curry,148.98741149902344,17.881961822509766,6.064000129699707,5.619450569152832,2.507986307144165,4.567117214202881
Soyabean curry,163.27719116210938,6.759547233581543,10.426908493041992,10.189997673034668,2.6580862998962402,7.341466903686523
Kidney bean curry (Rajmah curry),143.7259063720703,16.378459930419922,5.951425075531006,5.7745537757873535,2.4879729747772217,5.825456142425537
Sambar,96.91847229003906,10.567740440368652,3.3500633239746094,4.382696628570557,3.3076579570770264,3.5215985774993896
Besan kadhi with pakodies,403.3492126464844,3.5637803077697754,1.6443043947219849,42.5884895324707,0.8779765963554382,0.8116763234138489
Khatta channa,202.56605529785156,21.140640258789062,6.295548915863037,10.559773445129395,4.749385356903076,5.260317325592041
Sprouted moong dal chat,32.47376251220703,6.005068302154541,1.3497076034545898,0.32163742184638977,1.566861629486084,1.3450292348861694
Potato cauliflower (Aloo gobhi),106.17748260498047,5.990505218505859,1.8975750207901,8.125692367553711,0.43618035316467285,3.0182628631591797
Potato capsicum (Shimla mirch aloo),125.52963256835938,8.716957092285156,1.409610629081726,9.332274436950684,0.5350494384765625,2.0246083736419678
Cabbage and peas (Pattagobhi aur matar),63.88294219970703,6.235406398773193,3.2393312454223633,2.6449499130249023,0.9664132595062256,3.9855921268463135
Carrot and fenugreek leaves (Gajar methi),61.91693878173828,4.170989990234375,2.095118284225464,3.806856632232666,2.1075291633605957,4.428805828094482
Potato fenugreek (Aloo methi),135.14739990234375,8.468133926391602,2.24550199508667,10.040675163269043,0.5435065031051636,2.9267795085906982
Brinjal bhartha (Baingan ka bhartha),65.11573028564453,4.397458076477051,1.3797035217285156,4.4805498123168945,1.816042423248291,3.2744195461273193
Dry potato (Sookhe aloo),103.14553833007812,14.378251075744629,1.6200236082077026,4.182056903839111,0.3285106420516968,1.8769739866256714
Beans with coconut (Nariyal aur sem/phali; Beans thoran),131.63136291503906,4.393538951873779,2.618790864944458,11.393542289733887,2.062751054763794,5.585058689117432
Cauliflower with coconut (Nariyal ke saath phoolgobhi),132.11083984375,3.9923083782196045,2.638852596282959,11.560721397399902,1.7083308696746826,5.270761966705322
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),106.61273193359375,4.994035243988037,1.8197554349899292,8.621280670166016,2.355236053466797,4.521347522735596
Raw turnip with coconut ,132.14828491210938,5.7777838706970215,1.8029557466506958,11.467101097106934,4.403262138366699,2.7898201942443848
Raw papaya with coconut (Papaya thoran),132.7501220703125,5.5771684646606445,1.5354688167572021,11.42029094696045,3.8214778900146484,4.314496040344238
Stuffed okra (Bharwa bhindi),94.34012603759766,3.8542532920837402,2.079592704772949,7.655135631561279,0.4805203378200531,4.146153926849365
Stuffed round gourd (Bharwa tinde),72.7967758178711,4.020564079284668,1.1034642457962036,5.7472004890441895,1.959667682647705,2.103806734085083
Stuffed capsicum (Bharwa shimla mirch),90.94032287597656,8.255976676940918,1.3372509479522705,5.704382419586182,1.2133466005325317,2.0107569694519043
Stuffed brinjal (Bharwa baingan),92.99759674072266,3.9584197998046875,1.5331376791000366,7.728148937225342,0.9218736290931702,4.091648101806641
Stuffed tomatoes (Bharwa tamatar),93.34754943847656,6.1900739669799805,3.2818820476531982,6.059778690338135,2.6756088733673096,2.197859764099121
Pea potato curry (Aloo matar),100.92295837402344,9.739043235778809,3.4828591346740723,5.126852989196777,1.8644886016845703,3.6079277992248535
Pea paneer curry (Matar paneer),134.83436584472656,9.291922569274902,6.605493068695068,7.750081539154053,3.8927581310272217,3.299630880355835
Pea mushroom curry (Matar mushroom),93.2961196899414,7.4114909172058105,3.868680953979492,5.161108016967773,1.824824571609497,3.860334634780884
Pea curry (Matar ki sabzi),102.99124908447266,9.196368217468262,4.5123186111450195,5.108823776245117,1.9816774129867554,4.439067363739014
Pea vadi curry,101.94745635986328,8.900667190551758,4.637181282043457,5.077193737030029,1.9231497049331665,4.284573554992676
Paneer curry,176.5167694091797,8.398056983947754,7.80112361907959,12.384866714477539,6.285912036895752,1.3991330862045288
Lotus stem curry (Kamal kakdi curry),110.33787536621094,9.235796928405762,1.529191493988037,7.250926971435547,2.086090087890625,3.141336441040039
Gravy for kofta,125.58592987060547,6.30678653717041,1.748348355293274,10.349658966064453,3.728222608566284,1.9572532176971436
Pea kofta curry (Matar kofta curry),595.664794921875,4.1676106452941895,2.0104196071624756,63.392459869384766,0.8833504319190979,1.7043529748916626
Spinach kofta curry (Palak kofta curry),571.7760620117188,3.5648884773254395,1.0858426094055176,61.49188995361328,0.8187775611877441,0.9238912463188171
Paneer kofta curry,670.9107666015625,3.2690014839172363,2.3853530883789062,72.06321716308594,1.9810341596603394,0.4012089967727661
Lotus stem kofta curry (Kamal kakdi kofta curry),633.5641479492188,5.014779090881348,0.9571969509124756,67.76353454589844,0.8781458735466003,1.0125051736831665
Raw banana kofta curry (Kela kofta curry),627.271484375,3.4044394493103027,0.6216891407966614,67.97930908203125,2.3014891147613525,0.5909394025802612
Cauliflower kofta curry (Phoolgobhi kofta curry),641.099609375,2.616612434387207,1.037197470664978,69.62345886230469,0.8289493322372437,0.9967566132545471
Cabbage kofta curry (Pattagobhi kofta curry),639.812744140625,2.87414813041687,0.9756070971488953,69.40044403076172,0.8907748460769653,0.9021880030632019
Ghiya/Lauki Kofta Curry,638.7068481445312,2.7090401649475098,0.8883207440376282,69.40149688720703,0.8234696984291077,0.8348828554153442
Spinach paneer kofta curry (Palak paneer kofta curry),606.025146484375,2.942911386489868,1.426927924156189,65.40789031982422,1.1609245538711548,0.7456361055374146
Vegetarian egg kofta curry,627.4058227539062,4.260971546173096,1.3274797201156616,67.24187469482422,1.1895006895065308,0.6372975707054138
Baked vegetables,88.98686218261719,8.436529159545898,3.669917345046997,4.436777114868164,2.5621488094329834,2.335702419281006
Cauliflower musallam (Phoolgobhi musallam),58.82717514038086,4.484461307525635,1.8922444581985474,3.5467426776885986,1.7072473764419556,3.0581061840057373
Baked vegetables with spinach ,77.79354858398438,6.929444313049316,3.2176640033721924,4.027524948120117,2.0877981185913086,2.325833797454834
Baked potato with skin ,135.77285766601562,11.109951972961426,3.426379680633545,8.503636360168457,1.6577990055084229,1.1966826915740967
Shepherd's pie (vegetarian),135.63352966308594,12.034181594848633,5.0406107902526855,7.304504871368408,2.781447649002075,2.2289252281188965
Baked brinjal in tomato sauce,38.62895965576172,4.129225254058838,1.5794516801834106,1.6234697103500366,2.1959965229034424,2.340339422225952
Dum aloo,682.3298950195312,3.3304882049560547,0.6982631683349609,74.0066909790039,0.7082840204238892,0.6791980266571045
Spinach paneer (Palak paneer),77.6831283569336,4.429644584655762,4.033646583557129,4.763011932373047,2.55055832862854,1.9068105220794678
Methi chaman,475.62451171875,2.778881788253784,1.5414977073669434,50.90748596191406,1.7927658557891846,0.5260059833526611
Sarson ka saag,87.84226989746094,5.325719356536865,3.004992723464966,5.860703468322754,0.7542064785957336,3.6934401988983154
Jackfruit sabzi (Kathal ki sabzi),625.3995971679688,3.4002726078033447,0.6894789338111877,67.59599304199219,2.5894932746887207,1.0243123769760132
Avial,124.55918884277344,8.47270679473877,2.4609272480010986,8.936988830566406,3.8266396522521973,5.443193435668945
Al yakhani,147.54446411132812,4.646077632904053,2.857478380203247,13.144094467163086,3.5605387687683105,1.2702155113220215
Shahi paneer,156.49583435058594,6.6409196853637695,5.063810348510742,12.341103553771973,5.01357889175415,1.4023563861846924
Paneer in butter sauce,145.60780334472656,9.701619148254395,6.986546993255615,8.809211730957031,7.487279415130615,1.497916340827942
Methi malai paneer,194.97784423828125,8.150174140930176,7.340943813323975,14.758784294128418,6.001214981079102,1.4724628925323486
Chilli paneer,777.5137329101562,3.3070476055145264,2.1021547317504883,84.01101684570312,1.503921627998352,0.5005616545677185
Paneer makhana korma,775.816162109375,4.631985187530518,3.242100477218628,82.75785827636719,1.8411284685134888,0.2097858339548111
Kadhai Paneer,107.99248504638672,7.340911388397217,4.332953453063965,6.807462692260742,5.538896560668945,2.0674757957458496
Roghan josh,139.58607482910156,4.928968906402588,9.558643341064453,9.021520614624023,2.6610727310180664,2.0765023231506348
Spinach mutton (Palak mutton),80.32388305664062,3.4480481147766113,5.742547035217285,4.710127353668213,1.4156906604766846,2.232619285583496
Pea keema curry (Matar keema ki sabzi),133.0029754638672,6.240138053894043,8.433099746704102,8.137558937072754,1.8179516792297363,2.9595608711242676
Keema kofta curry,154.45361328125,5.644655227661133,9.769634246826172,10.388391494750977,2.1375985145568848,1.5072987079620361
Kashmiri mutton koftas (Gushtaba),97.42452239990234,3.0412137508392334,6.334486961364746,6.767289161682129,2.1251871585845947,0.624586820602417
Mutton yakhni,104.12504577636719,0.8425586819648743,8.272323608398438,7.70028018951416,0.1253284513950348,0.6720439195632935
Chicken yakhni,99.0019760131836,0.7757287621498108,10.658814430236816,6.098036766052246,0.11538766324520111,0.6187388300895691
Mutton do piaza,183.30474853515625,4.136778354644775,9.38663387298584,14.41110897064209,2.904559373855591,1.9265577793121338
